,THRESHOLD,base_vector,ED,accepted_forecast
78,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9216761038067883,0.11918249480227239
79,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.008856816787593,0.07203565085134311
80,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2062178658256872,-0.44650561937387145
81,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0703373688011875,1.218979133332243
82,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.283218351317114,0.0348717541868826
83,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0546099874985806,0.4703231192730639
84,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.160599796278936,-1.012935242023849
85,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1104927945163117,-0.21336408524204042
86,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.17904461119476,0.4903966025155082
87,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9879469926313492,0.758983718262285
88,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.8510649753664385,-0.012928474573614679
89,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.048959135757708,-0.44503771558856986
90,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9961988833859454,0.17338114391434178
91,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2441667612778553,-0.3373735503850117
92,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2747433240916262,-0.472551579413949
93,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1234620467786072,0.3670882169340306
94,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2632020591989797,-0.5869543380414122
95,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2775057522595046,0.2737951201332356
96,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1299199637580408,0.2388010955532316
97,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2917092522719698,0.786430419997286
98,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2900776396453868,-0.1931630330113676
99,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0778998318800637,0.067401764019559
100,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2688296175993772,-1.682257214386984
101,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2499339123166398,-0.5418936765523519
102,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.237980804245633,-0.3269883377028826
103,1.3,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2339932718621844,-0.04587228270362953
104,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1210957667566661,0.8625724896717202
105,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0133694871238321,-0.04935057376722618
106,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3356013418327248,0.902201885530407
107,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3562169817395613,0.8246397004336492
108,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9850856235826124,0.37495205969444445
109,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3195775779208438,-1.2081850334779265
110,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.295262373102802,-1.0373134008998308
111,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.386556764197703,0.15470941447284225
112,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3807657350073188,-0.8698384937009584
113,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1961526138409304,0.47030166722847877
114,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.190757475284656,0.16602552771514123
115,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3076701220874691,0.016965207744079613
116,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2030172379710615,0.5031116068947128
117,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.36006927360635,0.9409362423457024
118,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3210007523046883,-0.01654399658552741
119,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.991796411975556,-0.34687803321361566
120,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2394263120355533,0.08927069616222472
121,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1396270486229407,0.3841591269959199
122,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.236784224617121,-1.1966870770532156
123,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.365391154412942,0.35305366455522513
124,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2722259525584978,-0.1142001008596627
125,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.6362396379531534,0.68239885948842
126,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9814379658518801,-1.162083045845086
127,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1724646930690659,-1.471096701074015
128,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2220263068162829,0.34265308704779507
129,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9577409665495897,-1.8938601631234397
130,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9738415503385229,1.750557246670903
131,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.394537998419875,0.43379212731584627
132,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.174544834193775,0.2594320025174124
133,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.180984514841809,0.5734431006019891
134,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3606186449303717,-1.122969393488471
135,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9216761038067883,0.11918249480227239
136,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3802419732397118,-0.17964079352781326
137,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.008856816787593,0.07203565085134311
138,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2062178658256872,-0.44650561937387145
139,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0703373688011875,1.218979133332243
140,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.283218351317114,0.0348717541868826
141,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0546099874985806,0.4703231192730639
142,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.160599796278936,-1.012935242023849
143,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1104927945163117,-0.21336408524204042
144,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.17904461119476,0.4903966025155082
145,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3967869960339596,0.8891116501639207
146,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9879469926313492,0.758983718262285
147,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3668140985363675,-0.041982042800980945
148,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3763512920530863,1.0274746544790547
149,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.8510649753664385,-0.012928474573614679
150,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.048959135757708,-0.44503771558856986
151,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3781765187823483,-0.21017379682678472
152,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3013321951256178,-0.1577391546206952
153,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3821249599323264,0.6448976339866741
154,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.374364703694609,0.006449774119077212
155,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9961988833859454,0.17338114391434178
156,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.383814792058613,0.2585411463381426
157,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.363509279329697,-0.36793329386390905
158,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2441667612778553,-0.3373735503850117
159,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2747433240916262,-0.472551579413949
160,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3690663153362117,-0.4525922593986209
161,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3008399532674915,-0.9064387457410228
162,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1234620467786072,0.3670882169340306
163,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3679461486492583,-0.19818553870826205
164,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2632020591989797,-0.5869543380414122
165,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3109761251819336,0.10909323947758676
166,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3592374557543923,0.21934890121912964
167,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2775057522595046,0.2737951201332356
168,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1299199637580408,0.2388010955532316
169,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.390031061994199,0.11161622934408033
170,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2917092522719698,0.786430419997286
171,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2900776396453868,-0.1931630330113676
172,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3389017984894185,0.5044664866080906
173,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3750432469359344,-0.17066072430054202
174,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0778998318800637,0.067401764019559
175,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2688296175993772,-1.682257214386984
176,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2499339123166398,-0.5418936765523519
177,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.237980804245633,-0.3269883377028826
178,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3297843562933753,-0.2859671582462586
179,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3359587636468662,-0.11510590374074203
180,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3988654203672997,-0.24603954040158804
181,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3978231792251972,-0.27165130783666225
182,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.338264222364184,-0.08064248286944187
183,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3678836322512478,-0.24977977499496262
184,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3360021893484346,-0.4469625327243376
185,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3707568092941744,-0.14540054721770002
186,1.4,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2339932718621844,-0.04587228270362953
187,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1210957667566661,0.8625724896717202
188,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0133694871238321,-0.04935057376722618
189,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4019924498822518,1.2723449361433659
190,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3356013418327248,0.902201885530407
191,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3562169817395613,0.8246397004336492
192,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9850856235826124,0.37495205969444445
193,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3195775779208438,-1.2081850334779265
194,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.295262373102802,-1.0373134008998308
195,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.386556764197703,0.15470941447284225
196,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4361267573852257,0.04106590866048698
197,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4632725236718118,-1.1624101778713758
198,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3807657350073188,-0.8698384937009584
199,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1961526138409304,0.47030166722847877
200,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.190757475284656,0.16602552771514123
201,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3076701220874691,0.016965207744079613
202,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2030172379710615,0.5031116068947128
203,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.36006927360635,0.9409362423457024
204,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3210007523046883,-0.01654399658552741
205,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.991796411975556,-0.34687803321361566
206,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.435601296589057,0.21931166364657084
207,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2394263120355533,0.08927069616222472
208,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1396270486229407,0.3841591269959199
209,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.236784224617121,-1.1966870770532156
210,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.365391154412942,0.35305366455522513
211,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4768343376103428,0.5134144349566494
212,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2722259525584978,-0.1142001008596627
213,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.6362396379531534,0.68239885948842
214,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9814379658518801,-1.162083045845086
215,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.1724646930690659,-1.471096701074015
216,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2220263068162829,0.34265308704779507
217,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9577409665495897,-1.8938601631234397
218,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9738415503385229,1.750557246670903
219,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4827189525380347,1.4272715601441721
220,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4347217265949748,0.23012609474168944
221,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4175199078968885,0.2651460943053685
222,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.394537998419875,0.43379212731584627
223,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.441112734671256,-0.29167097338853587
224,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.174544834193775,0.2594320025174124
225,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.41215209526267,-1.2324105771328142
226,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.180984514841809,0.5734431006019891
227,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4835281317222146,-0.09444424684664776
228,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.4869301525809504,-0.47880596572317247
229,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3606186449303717,-1.122969393488471
230,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],0.9216761038067883,0.11918249480227239
231,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.3802419732397118,-0.17964079352781326
232,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.008856816787593,0.07203565085134311
233,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.2062178658256872,-0.44650561937387145
234,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.0703373688011875,1.218979133332243
235,1.5,[-0.71022009 -1.69064612  0.83413911 -0.47173671 -0.61585422],1.283218351317114,0.0348717541868826
